1775986973.070226 server started (521): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1775986973.070241 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1775986973.070246 using libevent 2.1.12-stable poll
1775986973.070247 using ncurses 6.4 20240113
1775986973.097064 client 0x616815b97280 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1775986973.097070 peer 0x616815b97d90 message 105
1775986973.097072 client 0x616815b97280 IDENTIFY_ENVIRON MEMORY_FILE_PATH=/workspace/vault/agent-workspace/memory.json
1775986973.097074 peer 0x616815b97d90 message 105
1775986973.097075 client 0x616815b97280 IDENTIFY_ENVIRON TTYD_PORT=7681
1775986973.097076 peer 0x616815b97d90 message 105
1775986973.097078 client 0x616815b97280 IDENTIFY_ENVIRON NVM_DIR=/home/claude/.nvm
1775986973.097079 peer 0x616815b97d90 message 105
1775986973.097080 client 0x616815b97280 IDENTIFY_ENVIRON ATUIN_CONFIG_DIR=/home/claude/.config/atuin
1775986973.097082 peer 0x616815b97d90 message 105
1775986973.097083 client 0x616815b97280 IDENTIFY_ENVIRON LESSCLOSE=/usr/bin/lesspipe %s %s
1775986973.097084 peer 0x616815b97d90 message 105
1775986973.097086 client 0x616815b97280 IDENTIFY_ENVIRON ATUIN_DB_PATH=/home/claude/.shell-history/atuin/history.db
1775986973.097087 peer 0x616815b97d90 message 105
1775986973.097089 client 0x616815b97280 IDENTIFY_ENVIRON TERM=xterm-256color
1775986973.097090 peer 0x616815b97d90 message 105
1775986973.097091 client 0x616815b97280 IDENTIFY_ENVIRON LESSOPEN=| /usr/bin/lesspipe %s
1775986973.097092 peer 0x616815b97d90 message 105
1775986973.097094 client 0x616815b97280 IDENTIFY_ENVIRON VISUAL=nano
1775986973.097095 peer 0x616815b97d90 message 105
1775986973.097096 client 0x616815b97280 IDENTIFY_ENVIRON SHLVL=1
1775986973.097097 peer 0x616815b97d90 message 105
1775986973.097099 client 0x616815b97280 IDENTIFY_ENVIRON NVM_CD_FLAGS=
1775986973.097100 peer 0x616815b97d90 message 105
1775986973.097102 client 0x616815b97280 IDENTIFY_ENVIRON ATUIN_SESSION=019d81128e66752399476e51e34e4879
1775986973.097103 peer 0x616815b97d90 message 105
1775986973.097104 client 0x616815b97280 IDENTIFY_ENVIRON ATUIN_HISTORY_ID=019d81129980781098464937aa514390
1775986973.097106 peer 0x616815b97d90 message 105
1775986973.097107 client 0x616815b97280 IDENTIFY_ENVIRON LC_ALL=en_US.UTF-8
1775986973.097108 peer 0x616815b97d90 message 105
1775986973.097110 client 0x616815b97280 IDENTIFY_ENVIRON PATH=/home/claude/.nvm/versions/node/v22.22.2/bin:/home/claude/.local/python-default/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin
1775986973.097112 peer 0x616815b97d90 message 105
1775986973.097113 client 0x616815b97280 IDENTIFY_ENVIRON NVM_BIN=/home/claude/.nvm/versions/node/v22.22.2/bin
1775986973.097114 peer 0x616815b97d90 message 105
1775986973.097116 client 0x616815b97280 IDENTIFY_ENVIRON ATUIN_PREEXEC_BACKEND=1:bash-preexec
1775986973.097117 peer 0x616815b97d90 message 105
1775986973.097119 client 0x616815b97280 IDENTIFY_ENVIRON _=/usr/bin/tmux
1775986973.097120 peer 0x616815b97d90 message 106
1775986973.097121 client 0x616815b97280 name is /dev/pts/1
1775986973.097127 tty_resize: /dev/pts/1 now 194x54 (0x0)
1775986973.097130 cmdq_append </dev/pts/1>: [cfg_client_done/0x616815b17bc0]
1775986973.097133 loading /home/claude/.tmux.conf
1775986973.097733 yylex_token: end at WS
1775986973.097739 yylex_token: set
1775986973.097741 yylex_token: end at WS
1775986973.097742 yylex_token: -g
1775986973.097743 yylex_token: end at WS
1775986973.097744 yylex_token: status
1775986973.097745 yylex_token: end at EOL
1775986973.097747 yylex_token: off
1775986973.097749 yylex_token: end at WS
1775986973.097750 yylex_token: set
1775986973.097751 yylex_token: end at WS
1775986973.097752 yylex_token: -g
1775986973.097753 yylex_token: end at WS
1775986973.097754 yylex_token: mouse
1775986973.097755 yylex_token: end at EOL
1775986973.097756 yylex_token: off
1775986973.097758 yylex_token: end at WS
1775986973.097759 yylex_token: unbind
1775986973.097760 yylex_token: end at EOL
1775986973.097761 yylex_token: C-b
1775986973.097763 yylex_token: end at WS
1775986973.097763 yylex_token: bind-key
1775986973.097764 yylex_token: end at WS
1775986973.097765 yylex_token: -n
1775986973.097767 yylex_token: end at WS
1775986973.097768 yylex_token: C-\\
1775986973.097769 yylex_token: end at EOL
1775986973.097771 yylex_token: detach-client
1775986973.097773 yylex_token: end at WS
1775986973.097774 yylex_token: set
1775986973.097774 yylex_token: end at WS
1775986973.097775 yylex_token: -g
1775986973.097777 yylex_token: end at WS
1775986973.097778 yylex_token: default-terminal
1775986973.097779 yylex_token: end at EOL
1775986973.097780 yylex_token: xterm-256color
1775986973.097782 yylex_token: end at WS
1775986973.097783 yylex_token: set
1775986973.097784 yylex_token: end at WS
1775986973.097785 yylex_token: -ga
1775986973.097786 yylex_token: end at WS
1775986973.097787 yylex_token: terminal-overrides
1775986973.097789 yylex_token: end at EOL
1775986973.097790 yylex_token: ,xterm-256color:Tc
1775986973.097792 yylex_token: end at WS
1775986973.097793 yylex_token: set
1775986973.097794 yylex_token: end at WS
1775986973.097795 yylex_token: -g
1775986973.097796 yylex_token: end at WS
1775986973.097797 yylex_token: mode-keys
1775986973.097798 yylex_token: end at EOL
1775986973.097799 yylex_token: emacs
1775986973.097803 cmd_parse_build_commands 0:0: set
1775986973.097804 cmd_parse_build_commands 0:1: -g
1775986973.097806 cmd_parse_build_commands 0:2: status
1775986973.097807 cmd_parse_build_commands 0:3: off
1775986973.097808 cmd_parse_build_commands 1:0: set
1775986973.097809 cmd_parse_build_commands 1:1: -g
1775986973.097810 cmd_parse_build_commands 1:2: mouse
1775986973.097811 cmd_parse_build_commands 1:3: off
1775986973.097812 cmd_parse_build_commands 2:0: unbind
1775986973.097813 cmd_parse_build_commands 2:1: C-b
1775986973.097814 cmd_parse_build_commands 3:0: bind-key
1775986973.097815 cmd_parse_build_commands 3:1: -n
1775986973.097816 cmd_parse_build_commands 3:2: C-\\
1775986973.097817 cmd_parse_build_commands 3:3: detach-client
1775986973.097818 cmd_parse_build_commands 4:0: set
1775986973.097819 cmd_parse_build_commands 4:1: -g
1775986973.097821 cmd_parse_build_commands 4:2: default-terminal
1775986973.097822 cmd_parse_build_commands 4:3: xterm-256color
1775986973.097823 cmd_parse_build_commands 5:0: set
1775986973.097824 cmd_parse_build_commands 5:1: -ga
1775986973.097825 cmd_parse_build_commands 5:2: terminal-overrides
1775986973.097826 cmd_parse_build_commands 5:3: ,xterm-256color:Tc
1775986973.097827 cmd_parse_build_commands 6:0: set
1775986973.097828 cmd_parse_build_commands 6:1: -g
1775986973.097829 cmd_parse_build_commands 6:2: mode-keys
1775986973.097830 cmd_parse_build_commands 6:3: emacs
1775986973.097836 args_parse_flags: next -g
1775986973.097837 args_parse_flags: -g
1775986973.097838 args_parse_flags: next status
1775986973.097839 args_parse: flags end at 2 of 4
1775986973.097841 args_parse: 2 = status (type STRING)
1775986973.097842 args_parse: 3 = off (type STRING)
1775986973.097845 args_parse_flags: next -g
1775986973.097846 args_parse_flags: -g
1775986973.097847 args_parse_flags: next mouse
1775986973.097848 args_parse: flags end at 2 of 4
1775986973.097849 args_parse: 2 = mouse (type STRING)
1775986973.097851 args_parse: 3 = off (type STRING)
1775986973.097862 args_parse_flags: next C-b
1775986973.097863 args_parse: flags end at 1 of 2
1775986973.097864 args_parse: 1 = C-b (type STRING)
1775986973.097866 args_parse_flags: next -n
1775986973.097867 args_parse_flags: -n
1775986973.097868 args_parse_flags: next C-\\
1775986973.097869 args_parse: flags end at 2 of 4
1775986973.097870 args_parse: 2 = C-\\ (type STRING)
1775986973.097872 args_parse: 3 = detach-client (type STRING)
1775986973.097874 args_parse_flags: next -g
1775986973.097875 args_parse_flags: -g
1775986973.097876 args_parse_flags: next default-terminal
1775986973.097877 args_parse: flags end at 2 of 4
1775986973.097879 args_parse: 2 = default-terminal (type STRING)
1775986973.097880 args_parse: 3 = xterm-256color (type STRING)
1775986973.097883 args_parse_flags: next -ga
1775986973.097884 args_parse_flags: -g
1775986973.097885 args_parse_flags: -a
1775986973.097886 args_parse_flags: next terminal-overrides
1775986973.097887 args_parse: flags end at 2 of 4
1775986973.097888 args_parse: 2 = terminal-overrides (type STRING)
1775986973.097889 args_parse: 3 = ,xterm-256color:Tc (type STRING)
1775986973.097892 args_parse_flags: next -g
1775986973.097893 args_parse_flags: -g
1775986973.097894 args_parse_flags: next mode-keys
1775986973.097895 args_parse: flags end at 2 of 4
1775986973.097896 args_parse: 2 = mode-keys (type STRING)
1775986973.097897 args_parse: 3 = emacs (type STRING)
1775986973.097912 cmd_parse_build_commands: set-option -g status off ;; set-option -g mouse off ;; unbind-key C-b ;; bind-key -n C-\\\\ detach-client ;; set-option -g default-terminal xterm-256color ;; set-option -ag terminal-overrides ,xterm-256color:Tc ;; set-option -g mode-keys emacs
1775986973.097921 cmdq_get_command: [set-option/0x616815b97180] group 2709
1775986973.097923 cmdq_get_command: [set-option/0x616815b907e0] group 2712
1775986973.097925 cmdq_get_command: [unbind-key/0x616815b858c0] group 2715
1775986973.097926 cmdq_get_command: [bind-key/0x616815b15980] group 2718
1775986973.097928 cmdq_get_command: [set-option/0x616815b80ea0] group 2721
1775986973.097929 cmdq_get_command: [set-option/0x616815b88fd0] group 2724
1775986973.097930 cmdq_get_command: [set-option/0x616815b856b0] group 2727
1775986973.097932 cmdq_append <global>: [set-option/0x616815b97180]
1775986973.097933 cmdq_append <global>: [set-option/0x616815b907e0]
1775986973.097934 cmdq_append <global>: [unbind-key/0x616815b858c0]
1775986973.097935 cmdq_append <global>: [bind-key/0x616815b15980]
1775986973.097936 cmdq_append <global>: [set-option/0x616815b80ea0]
1775986973.097937 cmdq_append <global>: [set-option/0x616815b88fd0]
1775986973.097938 cmdq_append <global>: [set-option/0x616815b856b0]
1775986973.097940 cmdq_append <global>: [cfg_done/0x616815b854c0]
1775986973.097944 cmdq_next <global>: enter
1775986973.097945 cmdq_next <global>: [set-option/0x616815b97180] (0), flags 0
1775986973.097947 cmd_find_best_session: 0 sessions to try
1775986973.097948 cmd_find_current_client: no target, return (nil)
1775986973.097949 cmd_find_best_session: 0 sessions to try
1775986973.097950 cmd_find_current_client: no target, return (nil)
1775986973.097952 cmd_find_best_session: 0 sessions to try
1775986973.097954 cmd_find_target: target none, type pane, item 0x616815b97180, flags QUIET,CANFAIL
1775986973.097955 cmd_find_best_session: 0 sessions to try
1775986973.097956 cmd_find_target: error
1775986973.097959 format_defaults: c=none
1775986973.097960 format_defaults: s=none
1775986973.097960 format_defaults: wl=none
1775986973.097961 format_defaults: wp=none
1775986973.097963 format_expand1: expanding format: status
1775986973.097965 format_expand1: result is: status
1775986973.097974 options_push_changes: status
1775986973.097977 cmd_find_best_session: 0 sessions to try
1775986973.097979 cmdq_next <global>: [set-option/0x616815b907e0] (0), flags 0
1775986973.097980 cmd_find_best_session: 0 sessions to try
1775986973.097981 cmd_find_current_client: no target, return (nil)
1775986973.097982 cmd_find_best_session: 0 sessions to try
1775986973.097987 cmd_find_current_client: no target, return (nil)
1775986973.097988 cmd_find_best_session: 0 sessions to try
1775986973.097989 cmd_find_target: target none, type pane, item 0x616815b907e0, flags QUIET,CANFAIL
1775986973.097991 cmd_find_best_session: 0 sessions to try
1775986973.097992 cmd_find_target: error
1775986973.097993 format_defaults: c=none
1775986973.097994 format_defaults: s=none
1775986973.097995 format_defaults: wl=none
1775986973.097996 format_defaults: wp=none
1775986973.097997 format_expand1: expanding format: mouse
1775986973.097998 format_expand1: result is: mouse
1775986973.098002 options_push_changes: mouse
1775986973.098003 cmd_find_best_session: 0 sessions to try
1775986973.098005 cmdq_next <global>: [unbind-key/0x616815b858c0] (0), flags 0
1775986973.098006 cmd_find_best_session: 0 sessions to try
1775986973.098007 cmd_find_current_client: no target, return (nil)
1775986973.098008 cmd_find_best_session: 0 sessions to try
1775986973.098010 cmd_find_current_client: no target, return (nil)
1775986973.098011 cmd_find_best_session: 0 sessions to try
1775986973.098012 cmd_find_best_session: 0 sessions to try
1775986973.098015 key_bindings_remove: 0x2 C-b
1775986973.098017 cmd_find_best_session: 0 sessions to try
1775986973.098019 cmdq_next <global>: [bind-key/0x616815b15980] (0), flags 0
1775986973.098020 cmd_find_best_session: 0 sessions to try
1775986973.098021 cmd_find_current_client: no target, return (nil)
1775986973.098022 cmd_find_best_session: 0 sessions to try
1775986973.098023 cmd_find_current_client: no target, return (nil)
1775986973.098024 cmd_find_best_session: 0 sessions to try
1775986973.098025 cmd_find_best_session: 0 sessions to try
1775986973.098029 yylex_token: end at EOF
1775986973.098030 yylex_token: detach-client
1775986973.098032 cmd_parse_build_commands 0:0: detach-client
1775986973.098035 args_parse: flags end at 1 of 1
1775986973.098036 cmd_parse_build_commands: detach-client
1775986973.098039 key_bindings_add: 0x1c C-\\ = detach-client
1775986973.098040 cmd_find_best_session: 0 sessions to try
1775986973.098041 cmdq_next <global>: [set-option/0x616815b80ea0] (0), flags 0
1775986973.098042 cmd_find_best_session: 0 sessions to try
1775986973.098044 cmd_find_current_client: no target, return (nil)
1775986973.098045 cmd_find_best_session: 0 sessions to try
1775986973.098046 cmd_find_current_client: no target, return (nil)
1775986973.098047 cmd_find_best_session: 0 sessions to try
1775986973.098049 cmd_find_target: target none, type pane, item 0x616815b80ea0, flags QUIET,CANFAIL
1775986973.098050 cmd_find_best_session: 0 sessions to try
1775986973.098051 cmd_find_target: error
